popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
77,5,7,0,10,1,1,3,0,1,5,5,1,4
63,6,6,7,9,2,0,0,0,0,6,6,1,4
66,6,7,5,9,2,0,0,0,0,6,5,1,4
0,8,7,1,10,2,3,2,0,0,5,4,1,4
65,6,6,0,9,2,2,1,0,1,7,4,1,4
69,2,0,4,4,2,0,9,9,0,3,3,1,3
68,5,7,0,9,2,1,0,0,0,5,4,1,4
69,2,0,3,5,2,0,9,9,1,4,5,1,3
62,5,8,6,9,2,0,0,0,1,3,5,1,4
68,3,0,0,4,2,0,9,8,1,5,3,1,4
68,4,0,7,6,2,0,9,9,1,2,6,1,4
69,7,7,1,9,2,1,0,0,3,3,5,1,4
70,4,4,9,9,2,0,0,0,0,0,3,1,4
62,8,6,7,9,1,3,0,0,2,2,7,1,4
62,6,5,9,9,2,0,0,0,3,1,5,1,4
65,1,8,4,6,2,0,0,9,7,0,3,1,5
66,4,1,1,9,2,0,9,0,0,1,6,1,3
61,7,1,4,8,2,0,9,0,1,4,4,1,4
63,4,6,1,9,2,0,0,0,1,1,6,1,4
65,5,5,7,9,2,3,5,0,1,2,7,1,4
63,7,6,5,9,1,0,2,0,1,3,3,1,4
63,6,8,9,10,1,3,1,0,7,5,7,1,4
64,1,0,6,5,2,0,8,8,1,0,3,1,4
68,0,0,0,6,1,0,9,8,0,0,3,1,3
61,8,5,4,9,2,1,2,0,0,3,5,1,4
67,8,6,0,9,2,0,0,0,1,3,4,1,4
63,4,8,0,10,2,3,0,0,1,4,3,1,5
73,6,8,4,9,1,1,0,0,3,5,5,1,4
66,7,6,7,9,1,1,0,0,1,3,6,1,4
49,6,4,9,8,1,0,4,0,3,5,5,1,4
63,5,5,0,9,2,0,6,0,1,4,6,1,4
69,2,0,0,5,2,0,9,9,1,3,3,1,4
64,5,4,0,9,2,0,3,0,1,2,5,1,4
63,8,4,2,9,1,0,1,0,2,6,4,1,4
62,9,5,7,9,2,3,0,0,0,8,6,1,4
62,9,5,0,9,2,3,0,0,1,2,4,1,4
65,6,7,2,9,2,0,2,0,1,3,4,1,4
62,5,7,0,9,2,0,1,0,0,4,6,1,4
64,7,6,9,9,2,0,1,0,8,6,4,1,4
65,5,8,9,10,2,0,0,0,1,5,7,1,4
66,4,8,9,9,1,0,0,0,6,4,7,1,4
84,7,8,4,10,1,0,2,0,1,8,4,1,4
66,7,7,8,10,1,1,3,0,1,5,6,1,4
64,6,7,6,9,1,1,1,0,4,9,6,1,4
63,5,7,0,9,2,3,2,0,1,1,4,1,4
0,8,6,5,9,1,0,2,0,1,6,4,1,4
0,8,3,4,8,2,0,3,0,1,6,5,1,4
60,3,5,9,9,2,0,2,0,3,2,4,1,4
66,5,3,0,9,1,0,3,0,2,0,3,1,4
61,8,6,4,9,2,0,1,0,3,6,6,1,4
69,6,1,9,9,2,0,9,0,0,3,3,1,4
75,8,7,0,10,1,0,6,0,0,9,4,1,4
61,3,5,6,8,2,0,0,0,1,2,4,2,4
65,5,8,9,9,1,2,0,0,0,3,3,1,4
63,4,5,8,9,2,2,7,0,1,5,3,1,4
72,7,8,9,10,1,0,0,0,1,7,4,1,4
64,1,0,6,6,2,0,9,9,1,0,6,1,3
62,7,4,0,9,2,4,0,0,1,1,8,1,4
79,7,8,5,10,2,0,0,0,1,8,4,1,4
70,8,4,9,9,2,3,1,0,1,3,4,1,4
64,4,7,8,10,2,0,4,0,1,4,8,1,4
68,3,0,8,4,2,0,9,8,1,0,3,1,4
68,4,0,6,5,2,0,9,9,0,1,3,1,4
64,1,0,0,3,1,0,9,9,0,1,3,1,4
64,8,7,0,9,2,0,0,0,1,7,7,1,4
63,8,7,4,9,1,2,0,0,2,6,3,1,4
69,4,9,9,9,1,0,0,1,1,4,6,1,4
63,5,6,9,9,1,3,1,0,3,5,5,1,4
64,6,5,0,9,2,4,0,0,1,3,5,1,5
63,7,6,9,9,1,1,0,0,4,6,7,1,4
66,7,8,9,10,1,0,0,0,1,9,5,1,4
64,7,3,0,8,2,0,3,0,3,4,5,1,4
64,8,5,1,9,2,0,0,0,2,9,5,1,4
65,5,8,7,9,2,0,0,0,2,4,4,1,4
78,8,7,4,9,1,0,2,0,3,8,5,1,4
0,4,7,3,9,1,1,1,0,1,6,4,1,4
0,4,9,8,10,2,2,0,0,7,6,8,1,4
0,6,6,6,9,2,0,1,0,4,6,4,1,4
0,5,8,9,9,2,0,2,0,0,8,7,1,4
0,4,4,0,9,2,0,1,0,1,4,5,1,4
0,5,3,9,9,2,0,9,0,1,5,6,1,4
0,6,7,0,9,2,1,2,0,1,3,3,1,4
0,5,9,0,10,2,0,1,0,1,6,4,1,4
0,3,5,9,9,2,0,6,0,3,4,6,1,3
0,5,5,4,9,1,0,5,0,1,5,6,1,3
0,5,2,6,8,2,0,9,0,1,2,2,1,4
0,5,8,1,9,2,4,1,0,1,6,8,1,4
0,3,4,2,8,2,0,7,0,2,2,3,1,3
0,3,7,6,9,1,0,4,0,1,5,3,1,3
0,6,7,0,9,2,0,4,0,0,7,6,1,4
0,5,6,6,9,1,0,4,0,1,4,5,1,4
0,4,7,0,9,2,1,4,0,3,4,6,1,4
0,6,7,3,9,2,0,1,0,0,4,4,1,3
59,7,6,0,9,1,1,0,0,3,7,7,1,4
63,1,0,0,5,2,0,9,9,0,0,3,1,4
72,7,6,9,9,2,0,5,0,0,7,5,1,4
65,6,5,6,9,2,0,0,0,1,3,8,1,4
61,5,8,8,10,2,0,0,0,2,5,6,1,4
64,7,5,6,9,2,0,0,0,1,2,5,1,4
64,5,3,3,9,1,0,0,0,1,3,5,1,3
68,3,0,5,6,2,0,9,9,1,3,6,1,2
65,0,0,7,5,2,0,9,9,0,0,8,1,5
65,6,6,0,9,1,3,4,7,1,4,6,1,4
68,3,0,7,5,1,0,9,8,1,3,3,1,4
72,7,7,3,9,2,0,5,0,0,5,5,1,4
68,4,0,7,5,1,0,9,9,1,3,3,1,5
68,2,1,9,5,1,0,9,8,0,3,3,1,4
71,4,9,1,10,2,1,0,0,0,1,5,1,4
73,5,9,6,10,2,0,0,0,4,2,5,1,4
63,7,6,9,9,1,1,0,0,0,2,6,1,4
68,2,0,9,3,2,0,9,8,1,1,3,1,4
68,3,0,0,4,2,0,9,9,1,0,5,1,3
70,5,4,4,9,2,1,0,0,1,2,5,1,4
67,5,0,0,5,2,0,9,9,1,3,4,1,3
74,8,6,7,9,1,0,3,0,1,6,4,1,4
64,7,4,7,8,2,3,1,0,3,5,7,1,4
71,7,7,0,10,2,0,1,0,2,7,4,1,4
62,7,6,5,9,1,3,0,0,1,5,7,1,4
63,6,7,7,9,2,2,0,0,0,5,4,1,4
63,8,6,0,9,1,5,0,0,2,7,3,1,4
61,6,8,6,9,2,0,2,0,1,6,4,1,4
68,3,0,4,5,2,0,9,9,1,2,4,1,3
44,6,7,2,8,1,0,1,0,7,6,5,1,4
67,3,4,0,8,2,0,8,0,6,1,5,1,4
65,8,6,0,10,1,3,0,0,1,1,4,1,4
63,6,8,4,9,2,0,0,0,3,5,4,1,4
43,6,7,4,9,1,0,5,0,0,5,5,1,4
43,4,7,0,9,1,0,4,0,3,4,5,1,4
71,6,8,4,10,1,2,1,0,2,5,6,1,4
70,5,6,9,9,2,1,2,0,0,5,4,1,4
63,7,6,0,10,2,2,0,0,1,3,6,1,4
67,8,7,0,10,2,0,2,0,2,8,5,1,4
64,4,9,0,10,2,4,1,0,1,5,7,1,4
80,7,3,2,9,1,0,7,0,1,4,4,1,4
75,8,6,0,10,1,0,1,0,1,8,7,1,4
42,5,6,7,8,2,0,0,0,2,2,5,1,4
67,4,2,6,6,1,0,9,9,1,4,6,1,3
40,4,5,2,9,2,0,6,0,7,3,4,1,3
75,7,7,7,10,2,1,0,0,0,7,7,1,4
68,5,0,7,5,2,0,9,9,0,2,3,1,4
41,7,5,5,9,2,0,5,0,8,6,5,1,4
69,6,8,8,9,1,0,0,0,0,7,7,1,4
41,5,4,0,9,1,0,3,0,1,0,5,1,4
64,5,8,6,9,1,0,0,0,2,5,6,1,4
41,6,3,9,8,2,0,7,0,9,4,5,1,4
0,7,9,0,10,2,0,1,0,1,5,4,1,4
65,6,4,0,8,2,0,4,0,1,4,6,1,4
80,8,7,0,9,1,1,4,0,0,9,3,1,4
40,6,6,0,8,1,2,2,0,3,6,3,1,4
40,7,7,0,9,2,0,4,0,4,6,5,1,4
40,6,6,0,8,2,0,5,0,1,3,4,1,4
68,8,3,7,9,1,0,2,0,2,7,5,1,4
40,5,3,0,8,2,0,6,0,1,0,4,1,4
39,4,4,3,8,2,1,5,0,5,3,3,1,4
65,7,4,7,9,2,4,1,0,1,6,4,1,4
63,4,5,0,9,1,1,3,2,1,3,7,1,4
39,5,5,7,8,2,0,7,0,1,2,3,1,4
62,6,8,9,10,2,0,0,0,2,3,5,1,4
65,3,4,0,8,2,0,5,0,2,0,4,2,4
69,7,5,1,9,1,0,2,0,1,9,6,1,4
64,7,5,7,9,2,1,0,0,1,2,6,1,4
66,7,5,0,9,2,0,3,0,0,6,4,1,4
63,9,5,4,9,1,1,1,0,0,8,5,1,4
66,4,0,2,7,2,0,9,0,3,4,7,1,4
37,6,2,2,7,1,0,7,0,3,5,5,1,4
61,8,6,3,10,1,0,6,0,1,8,4,1,2
62,9,7,0,10,2,1,0,0,4,4,5,1,4
36,5,2,0,7,1,0,2,0,1,1,3,1,4
65,6,4,9,9,2,0,3,0,0,2,5,1,4
36,5,6,0,8,1,0,4,0,1,5,5,1,4
81,7,6,7,9,1,4,2,0,0,6,8,1,4
36,5,2,9,8,1,0,2,0,0,1,5,1,4
0,4,4,4,9,2,0,0,0,1,2,5,1,5
65,5,8,0,10,2,0,0,0,4,6,5,1,4
68,5,7,5,9,2,0,0,0,0,0,5,1,4
69,9,5,7,9,2,5,3,0,1,4,4,1,4
61,4,4,1,8,2,0,0,0,0,0,6,2,4
53,5,5,0,9,2,0,5,0,0,6,5,1,4
61,6,8,6,10,2,0,0,0,1,8,4,1,4
73,5,8,9,9,1,0,0,0,0,7,5,1,4
65,6,6,7,9,2,0,5,0,1,2,4,1,4
76,7,8,5,9,2,1,1,0,3,9,7,1,4
61,5,7,0,9,2,0,0,0,1,3,5,1,3
61,5,7,0,9,2,0,0,7,3,5,5,1,4
64,6,4,0,8,2,5,5,0,0,2,3,1,4
65,5,4,8,8,2,0,7,0,1,2,6,1,4
64,7,4,5,9,1,0,2,0,2,6,6,1,4
66,8,6,0,9,1,0,0,0,1,5,4,1,4
63,1,0,0,5,2,0,9,9,1,0,3,1,4
69,8,7,7,10,2,1,0,0,1,3,7,1,4
67,5,4,7,8,2,0,0,0,1,5,6,1,4
66,7,5,9,9,2,0,7,0,0,8,5,1,4
64,7,3,0,8,2,1,3,0,0,0,4,1,4
61,6,2,7,8,2,0,9,0,1,3,6,1,4
63,6,6,2,9,2,3,3,0,1,8,3,1,4
63,7,7,0,9,1,0,1,0,2,7,5,1,4
61,6,5,0,9,2,0,1,0,6,5,4,1,4
61,7,8,3,9,1,2,0,0,3,3,4,1,4
69,3,9,8,10,1,0,0,0,2,0,6,1,4
67,6,7,8,10,2,1,1,0,3,4,7,1,4
71,6,5,0,9,1,0,7,0,1,4,6,1,4
66,6,8,9,9,2,0,0,0,1,2,5,1,4
69,3,0,8,5,2,0,9,9,1,0,2,1,3
68,7,7,0,9,2,0,0,0,0,3,5,1,4
68,8,6,9,9,1,0,2,0,3,9,5,1,4
0,6,8,1,9,2,0,0,0,0,7,4,1,4
62,7,7,9,9,2,0,0,0,0,6,7,1,4
65,6,7,7,9,2,0,1,0,1,4,5,1,4
65,7,5,6,9,2,0,0,0,0,9,4,1,3
73,7,6,5,9,1,2,5,0,1,6,4,1,4
64,7,7,7,9,1,0,0,0,1,1,5,1,4
65,5,5,4,9,1,1,1,0,1,2,7,1,4
60,7,7,7,9,2,0,0,0,2,9,5,1,4
60,4,5,5,8,2,0,3,9,1,3,4,1,4
69,6,8,0,9,1,0,0,7,5,2,5,1,4
67,2,0,6,4,2,0,9,8,1,1,3,1,3
61,4,5,6,10,1,0,3,0,1,3,5,1,4
0,6,6,0,9,2,0,4,0,3,2,5,1,4
62,6,4,6,8,2,5,0,0,1,4,5,1,4
64,8,6,0,9,2,0,0,0,1,2,3,1,4
64,7,5,3,9,1,0,5,0,1,8,3,1,4
64,8,8,3,10,1,1,0,0,1,5,4,1,4
69,5,7,8,9,2,0,0,0,1,3,5,1,4
62,8,6,9,9,2,1,3,0,1,4,6,1,4
61,3,8,0,10,2,1,0,0,0,6,4,1,4
9,5,3,8,8,2,1,6,0,5,5,4,1,4
7,5,4,1,9,2,0,4,0,0,3,4,1,4
3,5,6,0,9,2,3,2,0,1,5,4,1,4
0,9,5,0,8,2,3,1,0,0,7,4,1,4
4,6,4,9,8,2,3,4,0,2,2,4,1,4
1,5,5,8,9,2,5,1,0,1,5,5,1,5
66,6,8,1,9,1,0,0,0,0,3,4,1,4
66,4,6,5,9,1,0,0,0,2,3,8,1,4
72,6,8,9,10,1,1,2,0,1,8,4,1,4
66,7,7,2,9,1,2,5,0,1,5,5,1,4
69,6,7,6,9,2,0,0,0,1,5,5,1,4
67,6,7,7,9,1,0,0,0,2,7,4,1,4
68,1,0,1,4,2,0,9,9,1,0,3,1,3
64,6,8,6,9,2,0,0,0,5,6,5,1,4
63,3,0,2,5,2,0,9,8,1,0,3,1,4
72,6,6,0,9,2,0,0,0,4,5,6,1,4
62,2,0,2,3,1,0,9,9,0,1,5,1,4
62,5,7,0,9,1,0,0,0,1,3,8,1,3
62,2,2,0,6,2,0,8,9,0,0,3,1,5
65,5,6,0,9,2,0,1,0,3,2,5,1,4
63,8,5,1,9,2,1,0,0,1,5,5,1,4
68,3,0,1,5,2,0,9,9,1,6,3,1,4
66,5,8,0,9,2,1,0,0,4,3,6,1,4
66,5,5,0,9,2,0,0,0,0,4,7,1,4
62,8,7,0,9,2,3,3,0,1,4,6,1,4
63,6,5,2,9,2,0,4,0,1,4,3,1,3
64,6,4,8,8,2,0,1,8,0,5,3,1,3
61,7,6,1,9,2,0,1,0,3,4,5,1,4
62,8,6,8,9,2,3,0,0,1,6,7,1,4
64,4,1,6,7,2,0,9,0,1,3,5,1,3
62,1,0,5,4,1,0,9,9,1,0,3,1,4
67,5,0,3,5,2,0,9,9,1,2,5,1,4
69,8,6,5,9,1,3,7,0,1,7,5,1,4
63,1,0,4,5,2,0,7,9,1,0,3,1,4
64,6,1,3,9,1,0,4,0,1,0,3,1,4
74,6,6,0,9,1,1,3,0,1,7,5,1,4
61,7,4,0,8,2,3,0,0,2,1,5,1,4
67,3,0,0,5,2,0,9,9,1,2,3,1,4
64,6,3,8,9,2,0,8,0,1,3,5,1,4
63,6,6,1,9,2,2,0,0,1,4,6,1,4
63,2,0,2,4,1,0,9,7,1,3,3,1,5
65,6,6,0,9,1,0,1,0,2,6,3,1,4
65,6,7,1,9,2,4,3,0,2,6,7,1,4
61,5,8,8,10,2,3,2,0,1,7,3,1,4
65,7,6,3,9,2,1,4,0,1,6,4,1,4
63,2,6,9,10,2,0,3,0,3,2,7,1,4
63,7,9,0,9,1,1,0,0,1,6,7,1,4
60,9,6,2,9,1,4,3,0,2,7,5,1,4
68,3,7,9,9,2,0,0,0,0,7,9,1,4
67,4,0,1,6,1,0,9,9,1,1,6,1,4
62,1,1,7,6,2,0,9,9,1,0,8,1,3
65,6,7,1,9,2,0,0,0,3,2,6,1,4
62,7,6,9,9,2,0,0,0,0,6,5,1,4
62,8,4,0,9,2,0,3,0,0,5,6,1,4
63,8,7,0,10,2,1,0,0,0,7,7,1,4
62,8,6,6,9,1,0,1,0,1,5,5,1,4
69,6,9,0,10,2,0,0,0,2,7,5,1,4
69,7,7,5,9,1,1,4,0,0,2,3,1,4
69,4,9,9,10,2,0,0,0,3,9,7,1,4
67,1,1,6,6,2,0,9,9,1,1,3,1,3
61,7,3,5,8,1,0,8,0,1,3,6,1,4
60,4,5,3,9,2,0,4,0,2,6,7,1,4
65,4,2,7,8,2,0,9,0,1,3,3,1,4
63,8,5,6,9,2,3,2,0,1,4,6,1,4
63,5,8,1,10,2,3,5,0,1,3,4,1,4
63,5,1,4,7,2,0,8,0,1,3,6,1,4
64,6,5,6,9,2,0,0,1,3,2,5,1,4
61,6,7,9,9,1,0,0,0,1,6,6,1,4
64,7,6,0,8,2,1,2,0,1,5,4,1,4
70,7,5,7,9,2,3,2,0,1,7,8,1,4
68,6,9,5,10,1,0,2,0,3,6,7,1,4
60,3,3,3,9,2,0,4,0,2,3,8,1,3
65,6,7,0,8,2,0,0,6,2,1,5,1,5
58,6,3,1,9,2,0,6,0,0,6,5,1,3
65,7,6,6,9,2,3,2,0,1,9,4,1,4
62,6,7,8,9,2,8,1,0,0,8,9,1,5
63,1,3,4,8,1,0,9,9,0,0,6,1,3
64,6,6,6,9,2,2,0,0,1,6,3,1,4
67,8,7,5,9,1,0,1,0,3,9,5,1,4
60,3,4,6,8,2,0,0,0,0,0,6,2,4
61,8,3,3,8,2,2,4,0,1,3,5,1,4
62,8,5,3,9,1,3,1,0,1,5,5,1,4
64,5,1,2,7,1,3,9,6,1,3,5,1,2
64,8,6,7,9,2,3,1,0,1,4,3,1,4
69,5,6,9,9,2,0,1,0,0,4,3,1,4
81,6,8,1,9,1,0,1,0,0,6,5,1,4
68,6,6,4,9,1,0,0,0,0,5,5,1,4
63,5,4,9,9,1,3,4,0,1,1,7,1,4
63,7,6,9,9,2,3,1,0,3,4,6,1,4
64,6,5,8,9,2,0,4,0,1,1,4,1,4
66,5,2,0,8,2,0,8,0,1,2,5,1,4
68,4,7,1,9,2,1,0,0,3,4,4,1,4
65,7,4,3,8,1,0,3,0,1,2,6,1,4
62,4,8,4,10,1,0,0,0,3,2,6,1,4
74,7,8,9,10,1,0,0,0,3,4,4,1,4
65,2,0,0,6,2,1,0,9,8,0,3,1,4
63,7,7,6,9,2,2,2,0,2,4,4,1,4
67,2,0,4,4,1,0,9,9,0,0,2,1,4
54,6,4,1,8,2,0,1,0,1,0,5,1,4
62,4,7,0,9,2,0,1,0,0,2,6,1,4
63,5,3,5,8,2,0,2,2,1,1,7,1,2
61,7,7,1,9,2,3,0,0,1,3,7,1,4
63,2,0,7,5,2,0,9,9,1,0,3,1,4
66,7,7,0,9,2,0,0,0,0,5,5,1,4
68,4,0,2,4,2,0,9,9,1,0,3,1,4
65,6,7,0,9,1,1,0,0,1,4,7,1,3
63,0,1,9,5,1,0,7,7,0,0,3,1,3
64,8,8,9,9,1,1,3,0,3,7,4,1,4
69,3,6,0,9,2,0,2,0,1,1,6,1,4
61,5,3,0,9,2,0,7,0,3,1,4,1,4
80,7,7,5,10,2,0,0,0,0,8,4,1,4
62,8,4,1,9,2,0,0,0,0,1,6,1,4
63,6,8,0,10,2,3,0,3,1,8,7,1,4
62,6,7,6,9,2,0,0,0,2,6,6,1,4
62,1,0,0,5,2,0,8,7,1,0,3,1,4
87,4,7,0,10,2,0,1,0,1,4,4,1,3
62,7,4,5,9,1,0,3,0,1,2,4,1,4
62,6,5,9,9,2,3,7,0,3,4,3,1,4
64,0,0,0,6,2,0,9,9,1,0,3,1,4
66,7,5,9,9,2,0,0,0,0,3,4,1,3
62,1,0,6,4,2,0,9,9,1,0,3,1,4
65,5,7,0,9,2,2,0,0,1,5,7,1,4
63,1,0,7,5,2,0,9,9,1,0,3,1,4
67,2,0,8,6,2,0,9,9,1,1,6,1,4
66,7,7,4,9,1,6,6,0,0,4,6,1,4
62,7,6,4,9,2,2,0,0,3,6,5,1,4
62,9,7,6,9,2,2,0,0,0,6,4,1,4
62,8,5,9,9,1,0,0,0,1,7,4,1,4
68,3,0,9,6,2,0,9,9,1,0,9,1,4
61,7,5,0,8,2,7,0,0,1,3,9,1,4
82,7,8,9,9,2,0,0,0,0,5,5,1,4
61,7,6,8,9,1,1,0,0,2,5,4,1,4
62,2,0,7,3,2,0,9,7,1,1,6,1,3
63,7,5,0,9,2,0,1,0,1,2,6,1,4
62,1,0,2,5,2,0,8,8,1,0,3,1,5
63,9,8,1,9,2,1,0,0,0,7,6,1,4
60,4,5,4,9,2,0,0,0,0,1,5,1,4
63,8,4,9,8,2,1,1,0,0,5,5,1,4
64,5,3,9,8,2,1,6,0,3,2,3,1,4
66,4,3,0,8,1,0,8,8,0,1,4,1,4
0,6,9,1,9,2,0,0,0,0,6,4,1,4
71,6,7,1,9,2,0,0,0,6,5,3,1,3
61,9,4,7,9,2,0,1,0,1,4,5,1,4
62,5,6,4,9,2,0,0,0,0,6,3,1,4
61,7,7,0,10,1,0,0,0,1,5,7,1,4
67,3,0,0,5,2,0,9,6,1,3,6,1,4
69,7,7,8,9,2,2,3,0,0,6,4,1,4
64,8,6,0,9,2,3,1,0,0,6,3,1,4
63,5,8,1,10,1,3,1,0,2,2,3,1,4
61,5,6,2,9,2,0,0,0,1,2,3,1,4
67,4,0,0,5,2,0,9,9,1,2,5,1,4
63,6,8,7,9,1,1,1,8,1,5,7,1,4
61,7,6,4,10,2,0,1,0,1,5,6,1,4
67,2,1,0,6,1,0,9,9,0,4,5,1,4
59,5,4,7,8,2,0,6,6,1,1,4,1,4
64,7,7,6,9,2,0,0,0,3,9,4,1,4
68,2,0,0,5,1,0,9,8,1,1,3,1,3
69,6,5,8,9,1,0,2,0,1,4,5,1,4
63,6,6,9,9,1,4,1,0,4,6,3,1,4
65,6,9,9,10,1,0,0,0,2,5,5,1,4
71,7,6,4,10,1,0,0,0,1,3,5,1,4
61,9,6,7,9,2,2,0,0,1,5,6,1,4
62,7,5,0,9,2,2,0,0,5,3,7,1,4
64,7,5,0,9,2,1,7,0,1,5,3,1,4
65,4,5,0,9,2,0,2,0,3,0,3,1,4
63,5,5,0,9,1,0,1,0,2,2,5,1,4
63,8,3,6,9,2,1,1,0,1,0,5,1,4
60,6,4,9,8,1,5,0,0,0,6,3,1,4
71,8,8,9,10,1,0,0,0,0,9,6,1,4
62,2,0,4,4,2,0,8,8,1,0,3,1,4
63,1,0,6,4,2,0,9,9,1,0,3,1,2
62,6,4,6,9,2,5,1,0,6,6,7,1,4
67,1,0,9,6,2,0,9,9,1,0,3,1,4
67,3,0,4,5,2,0,9,9,1,1,7,1,3
69,9,5,0,9,2,2,0,0,0,6,5,1,4
67,0,0,0,5,2,0,9,7,0,0,8,1,3
75,7,7,9,9,2,2,1,0,0,7,4,1,4
63,4,6,0,10,2,0,5,0,0,9,7,1,4
68,5,0,2,5,2,0,9,9,1,3,3,1,5
64,8,6,2,9,1,0,2,0,1,9,4,1,4
63,9,4,9,9,1,0,2,0,0,6,4,1,4
65,2,1,0,8,2,0,8,0,1,1,3,1,4
63,5,4,3,9,1,0,5,0,0,2,5,1,4
59,8,5,8,9,1,0,0,0,2,1,5,1,4
63,7,5,0,9,1,0,1,0,3,2,6,1,4
64,7,7,6,9,1,1,0,0,1,2,6,1,4
71,5,8,9,10,2,0,0,0,1,4,6,1,4
75,7,7,4,9,2,0,0,0,1,3,5,1,4
66,6,5,0,8,1,0,0,8,0,2,4,1,4
68,3,0,9,6,1,0,9,9,0,0,3,1,3
64,6,6,9,9,1,0,0,0,3,3,6,1,4
61,7,5,6,8,2,1,0,0,3,1,3,1,4
65,7,5,0,9,1,2,1,0,1,4,8,1,4
67,6,6,1,9,1,0,1,0,2,3,6,1,4
0,8,5,4,9,2,0,2,0,4,2,5,1,4
0,7,5,1,9,2,0,0,0,0,6,6,1,4
0,5,5,0,9,2,4,0,0,0,3,6,1,4
0,5,7,5,9,1,2,1,0,1,3,8,1,4
0,8,3,4,9,1,0,0,0,1,2,6,1,4
0,7,4,8,9,1,0,0,0,1,6,6,1,4
0,5,5,6,9,1,3,4,0,2,8,6,1,4
0,8,6,6,9,2,0,2,0,1,7,5,1,4
0,7,5,7,9,1,0,3,0,3,5,5,1,4
0,7,5,6,9,2,1,1,0,0,8,5,1,4
0,7,5,0,9,1,2,5,0,0,5,4,1,4
0,8,5,9,9,2,1,3,0,3,6,5,1,4
0,8,5,0,9,2,2,0,0,3,1,6,1,4
0,8,4,6,9,2,4,3,0,1,6,5,1,4
0,8,5,0,9,2,0,1,0,1,7,6,1,4
0,6,5,3,9,1,2,0,0,0,3,7,1,4
0,7,5,9,9,1,0,0,0,0,6,6,1,4
51,7,7,5,9,2,0,2,0,3,5,5,1,4
69,7,8,8,10,2,0,0,0,1,2,5,1,4
61,9,6,6,9,1,2,0,0,1,8,4,1,4
76,7,7,9,10,1,1,2,0,3,8,8,1,4
62,9,6,3,9,1,0,1,0,0,3,5,1,4
63,1,0,8,5,2,0,9,9,1,0,3,1,4
68,4,9,9,10,1,2,0,0,0,7,7,1,4
67,4,3,9,9,2,0,8,0,1,2,3,1,4
62,7,5,0,10,2,0,3,0,0,8,6,1,4
65,7,5,4,9,2,0,0,0,0,7,8,1,4
68,2,4,1,9,2,0,1,0,1,1,6,1,4
63,8,6,0,9,2,0,0,0,1,6,5,1,4
74,7,5,9,9,1,2,3,0,4,5,7,1,4
67,1,0,1,5,2,0,8,8,1,1,3,1,5
66,3,0,1,6,2,0,9,9,1,5,3,1,4
69,7,4,8,8,2,0,6,0,1,4,4,1,4
61,6,5,0,8,2,0,1,0,0,5,4,1,4
67,7,8,4,10,1,0,4,0,1,4,6,1,4
60,6,5,9,8,2,1,1,0,0,8,7,1,4
59,4,2,6,8,2,0,7,0,1,3,6,1,4
66,3,3,8,9,2,0,9,0,0,3,8,1,3
63,8,8,3,9,1,2,1,0,1,7,8,1,4
62,5,7,5,9,2,0,6,0,1,8,4,1,4
72,7,6,5,9,2,2,1,0,3,5,8,1,4
65,1,0,0,6,1,2,1,8,2,0,5,1,4
66,2,0,2,6,2,0,9,9,1,0,3,1,4
63,8,5,0,9,2,0,0,0,1,6,6,1,3
61,8,5,6,9,2,2,3,0,0,6,7,1,4
67,4,0,8,5,1,0,9,9,1,1,3,1,4
0,5,6,3,9,1,0,0,0,1,2,8,1,4
0,7,4,2,9,1,0,4,0,1,7,5,1,4
0,7,4,9,8,1,1,3,0,0,6,5,1,4
0,5,6,7,9,2,1,4,0,1,4,7,1,4
0,7,7,0,9,1,0,2,0,1,0,4,1,4
0,5,5,1,9,2,0,4,0,1,4,6,1,4
0,7,6,1,9,2,0,1,0,0,7,5,1,4
0,5,6,6,9,1,0,4,0,0,5,8,1,4
0,6,5,8,9,1,0,2,0,1,4,6,1,4
0,7,5,4,9,1,0,3,0,0,6,4,1,4
0,7,8,0,9,2,0,6,0,3,9,5,1,4
0,8,3,5,9,1,0,3,0,1,3,5,1,4
62,8,4,1,9,2,3,1,0,0,1,6,1,4
64,3,4,4,9,2,0,3,0,1,1,6,1,4
63,1,0,0,5,2,0,9,5,0,0,6,1,3
0,6,5,3,9,1,0,1,0,1,1,6,1,4
0,6,4,9,8,1,0,8,0,1,4,5,1,4
0,3,4,3,9,2,0,9,0,3,6,6,1,2
0,6,4,9,9,2,0,6,0,1,3,7,1,4
0,8,4,9,9,2,0,4,0,1,4,5,1,4
0,6,6,6,9,2,0,3,0,2,2,6,1,4
67,5,0,2,6,2,0,9,9,1,3,3,1,4
62,8,7,3,9,1,0,0,0,0,6,4,1,4
62,9,4,9,9,2,4,2,0,0,3,6,1,4
62,7,7,6,9,1,0,4,0,1,6,3,1,4
66,7,6,0,9,2,0,1,0,0,7,5,1,4
67,2,0,9,4,2,0,9,9,1,4,3,1,4
65,6,6,0,9,1,0,0,0,0,2,6,1,4
70,5,7,9,9,1,0,0,0,1,4,4,1,4
66,2,0,0,5,2,0,9,9,0,0,4,1,4
0,4,7,9,9,2,0,0,0,0,5,7,1,4
0,6,9,0,10,2,0,0,0,3,7,6,1,4
